Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","116","Cambodge","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3972.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","120","Cameroun","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3691.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","124","Canada","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","48317.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","152","Chili","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","24546.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","344","Chine - RAS de Hong-Kong","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","59842.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","446","Chine - RAS de Macao","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","122978","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","196","Chypre","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","38415.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","170","Colombie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","14334.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","174","Comores","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3240.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","178","Congo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4073.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","188","Costa Rica","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","20168.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4750.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","191","Croatie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","27207","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","208","Danemark","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","55356.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4451.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","212","Dominique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","11511.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","818","Égypte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","10435.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","8617.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","71182.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","218","Équateur","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","11679.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","724","Espagne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","39528.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","33821.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","8213.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","59914.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1988","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","25926.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","242","Fidji","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","12822","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","47570.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","44577.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","14478.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1927","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","13589.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","288","Ghana","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4929.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","300","Grèce","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","28604.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","308","Grenade","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","14870","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","320","Guatemala","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","8322.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","324","Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2383.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","226","Guinée équatoriale","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","19617.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","624","Guinée-Bissau","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1872.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","328","Guyana","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","12193.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","332","Haïti","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3187.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","340","Honduras","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","5447.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","348","Hongrie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","29501.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","584","Îles Marshall","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4634.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","090","Îles Salomon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2625.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","356","Inde","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","6112.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","360","Indonésie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","10941.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","364","Iran (République islamique d')","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","15163.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","368","Iraq","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","9976.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","372","Irlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","77749.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","352","Islande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","55638.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","376","Israël","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","39121.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","380","Italie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","41581.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","388","Jamaïque","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","9984.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","392","Japon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","41444.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","400","Jordanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","9629.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","398","Kazakhstan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","24863","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","404","Kenya","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4312.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","417","Kirghizistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","5046.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","296","Kiribati","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1962.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","414","Koweït","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","50007.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","426","Lesotho","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2571.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","428","Lettonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","28673.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","422","Liban","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","17808.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","430","Libéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1533.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","434","Libye","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","24212.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","440","Lituanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","33761.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","442","Luxembourg","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","114986","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","807","Macédoine du Nord","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","15706.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","450","Madagascar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1548.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","458","Malaisie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","25935.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","454","Malawi","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1454.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","462","Maldives","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","18973.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","466","Mali","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2153.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","470","Malte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","43508.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","504","Maroc","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","7921.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","480","Maurice","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","22148.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","478","Mauritanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","5259.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","484","Mexique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","20032.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","583","Micronésie (États fédérés de)","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3522.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","496","Mongolie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","11431.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","499","Monténégro","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","19682.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","508","Mozambique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1287.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","104","Myanmar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4312.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","516","Namibie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","10335.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","520","Nauru","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","11746.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","524","Népal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3495.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","558","Nicaragua","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","5915.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","562","Niger","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1156","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","566","Nigéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","5120","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","578","Norvège","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","64050.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","42218.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","512","Oman","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","34218.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2128.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","6840.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","4891.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","585","Palaos","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","17594.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","275","Palestine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","6401.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","591","Panama","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","30526.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","598","Papouasie-Nouvelle-Guinée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","3966.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","600","Paraguay","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","13604.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","604","Pérou","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","12442.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","608","Philippines","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","8001.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","616","Pologne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","29958.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","630","Porto Rico","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","34363.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","620","Portugal","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","33044.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","634","Qatar","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","92177.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","140","République centrafricaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","839.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","410","République de Corée","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","40957.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","498","République de Moldova","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","11651.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","180","République démocratique du Congo","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","1023.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","418","République démocratique populaire lao","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","7211.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","214","République dominicaine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","16524.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","834","République-Unie de Tanzanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","2458.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","642","Roumanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","I$","26943.3","X","Ciffre de sources internationales",""
